EXERCÍCIO	CÓDIGO ÁREA DE RESULTADO	NOME ÁREA DE RESULTADO	CÓDIGO DO PROGRAMA	NOME DO  PROGRAMA	OBJETIVO DO PROGRAMA	PÚBLICO ALVO DO PROGRAMA	JUSTIFICATIVA DO PROGRAMA	NATUREZA DO PROGRAMA	TIPOLOGIA DO PROGRAMA	CLASSIFICAÇÃO DE GOVERNO	DATA INÍCIO DO PROGRAMA	DATA FIM DO PROGRAMA	UNIDADE GESTORA	CÓDIGO DO INDICADOR	NOME DO INDICADOR	FORMA DE CÁLCULO	UNIDADE DE MEDIDA	FONTE DE DADOS	VALOR DE REFERÊNCIA	DATA APURAÇÃO VALOR DE REFERÊNCIA	ÍNDICE ESPERADO ANO 1	ÍNDICE ESPERADO ANO 2	ÍNDICE ESPERADO ANO 3	ÍNDICE ESPERADO ANO 4	OBSERVAÇÃO
2024	4	SEGURANÇA	109	OPERACIONALIZAÇÃO DOS SERVIÇOS DE SEGURANÇA	1- DESENVOLVER AÇÕES TENDENTES A DEFINIR A POLÍTICA PARA ATUAÇÃO DA SECRETARIA MUNICIPAL DE SEGURANÇA E PREVENÇÃO - SMSP E GUARDA MUNICIPAL DE BELO HORIZONTE - GCMBH E RELACIONÁ-LA COM OS DEMAIS ÓRGÃOS QUE ATUAM NA DEFESA SOCIAL. 2- PLANEJAR E EXECUTAR TODAS AS AÇÕES E O DESENVOLVIMENTO DA GCMBH, VISANDO SUA PRESTAÇÃO DE SERVIÇOS AOS USUÁRIOS DE SERVIÇOS MUNICIPAIS E À COMUNIDADE EM GERAL QUE É INDISTINTAMENTE BENEFICIADA COM AS PRESTAÇÕES REALIZADAS.	POPULAÇÃO DE BELO HORIZONTE.	A CRIAÇÃO DA SECRETARIA MUNICIPAL DE SEGURANÇA E PREVENÇÃO ATENDEU A UM CRESCENTE APELO DA COMUNIDADE POR MEDIDAS QUE ATENDESSEM A SEUS ANSEIOS E SE DEU EM DECORRÊNCIA DE DIAGNÓSTICO LEVADO A EFEITO POR ORDEM DO CHEFE DO EXECUTIVO QUE CULMINOU COM A PROPOSTA DA CRIAÇÃO DE ÓRGÃO QUE SUPRISSE, NO MUNICÍPIO, NECESSIDADES EM NICHO ONDE O ESTADO SE ENCONTRA ASSOBERBADO FACE AO CRESCENTE AUMENTO DE ÍNDICES DE VIOLÊNCIA EM VÁRIAS DE SUAS FORMAS.	CONTÍNUO	FINALÍSTICO	ASSOCIADO	01/01/2022 00:00	31/12/2025 00:00	001700016 - GUARDA CIVIL MUNICIPAL DE BELO HORIZONTE	752	OCORRÊNCIAS GERAIS DE CRIME, CONTRAVENÇÕES E ATOS INFRACIONAIS EM INSTALAÇÕES MUNICIPAIS	SOMATÓRIO DAS OCORRÊNCIAS DE CRIMES, CONTRAVENÇÕES E ATOS INFRACIONAIS, EXCETO NATUREZA OUTRAS, REGISTRADOS NOS DIVERSOS PRÓPRIOS MUNICIPAIS, NO PERÍODO	OCORRÊNCIA		1557	31/12/2020 00:00	1318	1254	1332	1199	METAS ALTERADAS NA REVISÃO DO PPAG 2024/2025.
2024	4	SEGURANÇA	109	OPERACIONALIZAÇÃO DOS SERVIÇOS DE SEGURANÇA	1- DESENVOLVER AÇÕES TENDENTES A DEFINIR A POLÍTICA PARA ATUAÇÃO DA SECRETARIA MUNICIPAL DE SEGURANÇA E PREVENÇÃO - SMSP E GUARDA MUNICIPAL DE BELO HORIZONTE - GCMBH E RELACIONÁ-LA COM OS DEMAIS ÓRGÃOS QUE ATUAM NA DEFESA SOCIAL. 2- PLANEJAR E EXECUTAR TODAS AS AÇÕES E O DESENVOLVIMENTO DA GCMBH, VISANDO SUA PRESTAÇÃO DE SERVIÇOS AOS USUÁRIOS DE SERVIÇOS MUNICIPAIS E À COMUNIDADE EM GERAL QUE É INDISTINTAMENTE BENEFICIADA COM AS PRESTAÇÕES REALIZADAS.	POPULAÇÃO DE BELO HORIZONTE.	A CRIAÇÃO DA SECRETARIA MUNICIPAL DE SEGURANÇA E PREVENÇÃO ATENDEU A UM CRESCENTE APELO DA COMUNIDADE POR MEDIDAS QUE ATENDESSEM A SEUS ANSEIOS E SE DEU EM DECORRÊNCIA DE DIAGNÓSTICO LEVADO A EFEITO POR ORDEM DO CHEFE DO EXECUTIVO QUE CULMINOU COM A PROPOSTA DA CRIAÇÃO DE ÓRGÃO QUE SUPRISSE, NO MUNICÍPIO, NECESSIDADES EM NICHO ONDE O ESTADO SE ENCONTRA ASSOBERBADO FACE AO CRESCENTE AUMENTO DE ÍNDICES DE VIOLÊNCIA EM VÁRIAS DE SUAS FORMAS.	CONTÍNUO	FINALÍSTICO	ASSOCIADO	01/01/2022 00:00	31/12/2025 00:00	001700016 - GUARDA CIVIL MUNICIPAL DE BELO HORIZONTE	753	OCORRÊNCIAS DE CRIMES, CONTRAVENÇÕES E ATOS INFRACIONAIS REGISTRADAS PELA GUARDA CIVIL MUNICIPAL NOS PONTOS DE ATUAÇÃO DA OPERAÇÃO SENTINELA	SOMATÓRIO DE OCORRÊNCIA DE CRIMES, CONTRAVENÇÕES E ATOS INFRACIONAIS REGISTRADAS PELA GUARDA MUNICIPAL NA ÁREA DE ATUAÇÃO DA OPERAÇÃO SENTINELA	OCORRÊNCIA	GUARDA CIVIL MUNICIPAL DE BELO HORIZONTE - GMBH	55	31/12/2020 00:00	45	38	41	37	METAS ALTERADAS NA REVISÃO DO PPAG 2024/2025.
2024	4	SEGURANÇA	109	OPERACIONALIZAÇÃO DOS SERVIÇOS DE SEGURANÇA	1- DESENVOLVER AÇÕES TENDENTES A DEFINIR A POLÍTICA PARA ATUAÇÃO DA SECRETARIA MUNICIPAL DE SEGURANÇA E PREVENÇÃO - SMSP E GUARDA MUNICIPAL DE BELO HORIZONTE - GCMBH E RELACIONÁ-LA COM OS DEMAIS ÓRGÃOS QUE ATUAM NA DEFESA SOCIAL. 2- PLANEJAR E EXECUTAR TODAS AS AÇÕES E O DESENVOLVIMENTO DA GCMBH, VISANDO SUA PRESTAÇÃO DE SERVIÇOS AOS USUÁRIOS DE SERVIÇOS MUNICIPAIS E À COMUNIDADE EM GERAL QUE É INDISTINTAMENTE BENEFICIADA COM AS PRESTAÇÕES REALIZADAS.	POPULAÇÃO DE BELO HORIZONTE.	A CRIAÇÃO DA SECRETARIA MUNICIPAL DE SEGURANÇA E PREVENÇÃO ATENDEU A UM CRESCENTE APELO DA COMUNIDADE POR MEDIDAS QUE ATENDESSEM A SEUS ANSEIOS E SE DEU EM DECORRÊNCIA DE DIAGNÓSTICO LEVADO A EFEITO POR ORDEM DO CHEFE DO EXECUTIVO QUE CULMINOU COM A PROPOSTA DA CRIAÇÃO DE ÓRGÃO QUE SUPRISSE, NO MUNICÍPIO, NECESSIDADES EM NICHO ONDE O ESTADO SE ENCONTRA ASSOBERBADO FACE AO CRESCENTE AUMENTO DE ÍNDICES DE VIOLÊNCIA EM VÁRIAS DE SUAS FORMAS.	CONTÍNUO	FINALÍSTICO	ASSOCIADO	01/01/2022 00:00	31/12/2025 00:00	001700016 - GUARDA CIVIL MUNICIPAL DE BELO HORIZONTE	766	QUANTITATIVO DE OCORRÊNCIAS DE CRIMES, CONTRAVENÇÕES E ATOS INFRACIONAIS NO INTERIOR DAS ESCOLAS MUNICIPAIS	SOMATÓRIO DE OCORRÊNCIAS DE CRIMES, CONTRAVENÇÕES E ATOS INFRACIONAIS NO INTERIOR DAS ESCOLAS MUNICIPAIS	OCORRÊNCIA	GUARDA CIVIL MUNICIPAL DE BELO HORIZONTE - GMBH	408	31/12/2019 00:00	367	330	297	268	
2024	4	SEGURANÇA	109	OPERACIONALIZAÇÃO DOS SERVIÇOS DE SEGURANÇA	1- DESENVOLVER AÇÕES TENDENTES A DEFINIR A POLÍTICA PARA ATUAÇÃO DA SECRETARIA MUNICIPAL DE SEGURANÇA E PREVENÇÃO - SMSP E GUARDA MUNICIPAL DE BELO HORIZONTE - GCMBH E RELACIONÁ-LA COM OS DEMAIS ÓRGÃOS QUE ATUAM NA DEFESA SOCIAL. 2- PLANEJAR E EXECUTAR TODAS AS AÇÕES E O DESENVOLVIMENTO DA GCMBH, VISANDO SUA PRESTAÇÃO DE SERVIÇOS AOS USUÁRIOS DE SERVIÇOS MUNICIPAIS E À COMUNIDADE EM GERAL QUE É INDISTINTAMENTE BENEFICIADA COM AS PRESTAÇÕES REALIZADAS.	POPULAÇÃO DE BELO HORIZONTE.	A CRIAÇÃO DA SECRETARIA MUNICIPAL DE SEGURANÇA E PREVENÇÃO ATENDEU A UM CRESCENTE APELO DA COMUNIDADE POR MEDIDAS QUE ATENDESSEM A SEUS ANSEIOS E SE DEU EM DECORRÊNCIA DE DIAGNÓSTICO LEVADO A EFEITO POR ORDEM DO CHEFE DO EXECUTIVO QUE CULMINOU COM A PROPOSTA DA CRIAÇÃO DE ÓRGÃO QUE SUPRISSE, NO MUNICÍPIO, NECESSIDADES EM NICHO ONDE O ESTADO SE ENCONTRA ASSOBERBADO FACE AO CRESCENTE AUMENTO DE ÍNDICES DE VIOLÊNCIA EM VÁRIAS DE SUAS FORMAS.	CONTÍNUO	FINALÍSTICO	ASSOCIADO	01/01/2022 00:00	31/12/2025 00:00	001700016 - GUARDA CIVIL MUNICIPAL DE BELO HORIZONTE	782	AÇÕES PREVENTIVAS RELACIONADAS A IMPORTUNAÇÃO SEXUAL/ESTUPRO	SOMATÓRIA DE AÇÕES PREVENTIVAS EXECUTADAS, COMO CAMPANHAS COM PRESENÇA DA GCM, DISTRIBUIÇÃO DE FOLHETOS E PALESTRAS INFORMATIVAS SOBRE O TEMA.	AÇÃO	BASE DE DADOS DA INSPETORIA DE ESTATÍSTICA DA GUARDA CIVIL MUNICIPAL	28	31/12/2022 00:00	0	0	200	220	INDICADOR INSERIDO NA REVISÃO DO PPAG 2024/2025.
2024	5	CULTURA	154	PROMOÇÃO E ACESSO ÀS ARTES E À CULTURA	AMPLIAR AS CONDIÇÕES DE ACESSO AOS BENS E SERVIÇOS CULTURAIS DA POPULAÇÃO, ENTENDENDO COMO DIREITO SOCIAL BÁSICO. INCENTIVAR O DESENVOLVIMENTO E APRIMORAMENTO DE REDES PRODUTIVAS EM CULTURA, PROMOVENDO O FORTALECIMENTO, A DINAMIZAÇÃO E A QUALIFICAÇÃO DA PRODUÇÃO ARTÍSTICO-CULTURAL EM BELO HORIZONTE E IMPULSIONAR A FORMAÇÃO DE NOVOS PÚBLICOS E AMPLIAR A PARTICIPAÇÃO CULTURAL COMO ELEMENTO DE FORTALECIMENTO DA CIDADANIA.	PRODUTORES E GESTORES CULTURAIS, ARTISTAS, TÉCNICOS, PESQUISADORES, ESTUDANTES, INSTITUIÇÕES PÚBLICAS E PRIVADAS, ENTIDADES DO TERCEIRO SETOR NO CAMPO DA ARTE E CULTURA, FUNCIONÁRIOS E GESTORES PÚBLICOS, POPULAÇÃO EM GERAL.	BUSCA GARANTIR AS CONDIÇÕES PLENAS DE CRIAÇÃO, PRODUÇÃO, CRÍTICA E REFLEXÃO ESTÉTICA, PROMOVENDO ESTRATÉGIAS DE ARTICULAÇÃO, INTEGRAÇÃO, EXPERIMENTAÇÃO E PROMOÇÃO DAS DIFERENTES LINGUAGENS ARTÍSTICAS. VISA PLANEJAR AÇÕES QUE FORTALEÇAM E PROMOVAM O CALENDÁRIO CULTURAL DE BELO HORIZONTE E, AO MESMO TEMPO, IMPULSIONEM O DESENVOLVIMENTO E A SUSTENTABILIDADE ARTÍSTICO-CULTURAL, INTEGRANDO TAMBÉM UM PROGRAMA DE APOIO AOS FESTIVAIS ENQUANTO POTÊNCIA DE MOBILIZAÇÃO CRIATIVA E REFLEXIVA NA CIDADE. VISA AINDA GARANTIR À POPULAÇÃO DE BELO HORIZONTE AS CONDIÇÕES DE ACESSO AOS BENS E SERVIÇOS CULTURAIS, COMO DIREITO SOCIAL BÁSICO, PROMOVENDO O PLENO EXERCÍCIO DA CIDADANIA CULTURAL. RECONHECE A DIMENSÃO SIMBÓLICA DA CULTURA E O DIREITO CULTURAL GARANTIDO A TODOS, TENDO A PLENA LIBERDADE DE EXPRESSÃO E CRIAÇÃO E O COMBATE À DISCRIMINAÇÃO E O PRECONCEITO DE QUALQUER ESPÉCIE COMO PREMISSAS.	CONTÍNUO	FINALÍSTICO	ASSOCIADO	01/01/2022 00:00	31/12/2025 00:00	002000004 - GABINETE	690	NÚMERO DE TERRITÓRIOS ATENDIDOS COM ATIVIDADES FINALÍSTICAS REALIZADAS OU FOMENTADAS PELA SMC/FMC	NÚMERO DE TERRITÓRIOS DE GESTÃO COMPARTILHADA - TGCS ATENDIDOS COM ATIVIDADES FINALÍSTICAS (MÍNIMO DE CINCO) REALIZADAS OU FOMENTADAS PELA SMC/FMC	UNIDADE	FUNDAÇÃO MUNICIPAL DE CULTURA	28	31/12/2019 00:00	28	29	30	31	
2024	5	CULTURA	154	PROMOÇÃO E ACESSO ÀS ARTES E À CULTURA	AMPLIAR AS CONDIÇÕES DE ACESSO AOS BENS E SERVIÇOS CULTURAIS DA POPULAÇÃO, ENTENDENDO COMO DIREITO SOCIAL BÁSICO. INCENTIVAR O DESENVOLVIMENTO E APRIMORAMENTO DE REDES PRODUTIVAS EM CULTURA, PROMOVENDO O FORTALECIMENTO, A DINAMIZAÇÃO E A QUALIFICAÇÃO DA PRODUÇÃO ARTÍSTICO-CULTURAL EM BELO HORIZONTE E IMPULSIONAR A FORMAÇÃO DE NOVOS PÚBLICOS E AMPLIAR A PARTICIPAÇÃO CULTURAL COMO ELEMENTO DE FORTALECIMENTO DA CIDADANIA.	PRODUTORES E GESTORES CULTURAIS, ARTISTAS, TÉCNICOS, PESQUISADORES, ESTUDANTES, INSTITUIÇÕES PÚBLICAS E PRIVADAS, ENTIDADES DO TERCEIRO SETOR NO CAMPO DA ARTE E CULTURA, FUNCIONÁRIOS E GESTORES PÚBLICOS, POPULAÇÃO EM GERAL.	BUSCA GARANTIR AS CONDIÇÕES PLENAS DE CRIAÇÃO, PRODUÇÃO, CRÍTICA E REFLEXÃO ESTÉTICA, PROMOVENDO ESTRATÉGIAS DE ARTICULAÇÃO, INTEGRAÇÃO, EXPERIMENTAÇÃO E PROMOÇÃO DAS DIFERENTES LINGUAGENS ARTÍSTICAS. VISA PLANEJAR AÇÕES QUE FORTALEÇAM E PROMOVAM O CALENDÁRIO CULTURAL DE BELO HORIZONTE E, AO MESMO TEMPO, IMPULSIONEM O DESENVOLVIMENTO E A SUSTENTABILIDADE ARTÍSTICO-CULTURAL, INTEGRANDO TAMBÉM UM PROGRAMA DE APOIO AOS FESTIVAIS ENQUANTO POTÊNCIA DE MOBILIZAÇÃO CRIATIVA E REFLEXIVA NA CIDADE. VISA AINDA GARANTIR À POPULAÇÃO DE BELO HORIZONTE AS CONDIÇÕES DE ACESSO AOS BENS E SERVIÇOS CULTURAIS, COMO DIREITO SOCIAL BÁSICO, PROMOVENDO O PLENO EXERCÍCIO DA CIDADANIA CULTURAL. RECONHECE A DIMENSÃO SIMBÓLICA DA CULTURA E O DIREITO CULTURAL GARANTIDO A TODOS, TENDO A PLENA LIBERDADE DE EXPRESSÃO E CRIAÇÃO E O COMBATE À DISCRIMINAÇÃO E O PRECONCEITO DE QUALQUER ESPÉCIE COMO PREMISSAS.	CONTÍNUO	FINALÍSTICO	ASSOCIADO	01/01/2022 00:00	31/12/2025 00:00	002000004 - GABINETE	735	TOTAL DE ATIVIDADES FINALÍSTICAS DO TIPO PROGRAMAÇÃO DE ATIVIDADES ARTÍSTICO-CULTURAIS REALIZADAS OU FOMENTADAS PELA SMC/FMC	SOMATÓRIO DAS ATIVIDADES FINALÍSTICAS DO TIPO PROGRAMAÇÃO DE ATIVIDADES ARTÍSTICO-CULTURAIS REALIZADAS OU FOMENTADAS PELA SMC/FMC NO ANO	UNIDADE	FUNDAÇÃO MUNICIPAL DE CULTURA	1430	31/12/2020 00:00	1470	2010	3700	3700	METAS ALTERADAS NA REVISÃO DO PPAG 2024/2025.
2024	5	CULTURA	170	FOMENTO E ECONOMIA DA CULTURA	ESTIMULAR O DESENVOLVIMENTO ARTÍSTICO-CULTURAL NAS VÁRIAS REGIÕES DA CIDADE, POR MEIO DE MECANISMOS DE FOMENTO E INCENTIVO, GARANTINDO A LIBERDADE DE CRIAÇÃO E A AUTONOMIA DA SOCIEDADE CIVIL NA GESTÃO DE PROCESSOS CULTURAIS.	PRODUTORES CULTURAIS, ARTISTAS, TÉCNICOS, PESQUISADORES, INSTITUIÇÕES PÚBLICAS E PRIVADAS, ENTIDADES DO TERCEIRO SETOR NO CAMPO DA ARTE E CULTURA.	O PROGRAMA VISA FOMENTAR E ESTIMULAR O DESENVOLVIMENTO ECONÔMICO DE ARTISTAS, AGENTES E INSTITUIÇÕES CULTURAIS DO MUNICÍPIO, EM SUA DIVERSIDADE, SEJA POR MEIO DOS EDITAIS DO FUNDO MUNICIPAL DE CULTURA E/OU DE RENÚNCIA FISCAL, SEJA POR OUTROS MECANISMOS QUE ENVOLVEM PRODUÇÃO DE INFORMAÇÃO, ANÁLISES DE MERCADO, DEFINIÇÃO DE SETORES ESTRATÉGICOS, FINANCIAMENTO, LEGISLAÇÃO, CAPACITAÇÃO E REGULAÇÃO, DE FORMA CONTÍNUA E INTEGRADA. PRIORIZA A GERAÇÃO DE RENDA E INCLUSÃO SOCIAL, A DESCONCENTRAÇÃO DE RECURSOS, A DESCENTRALIZAÇÃO DE ATIVIDADES E PRODUTOS E A QUALIFICAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS CULTURAIS, E ESTIMULA A MATURIDADE DAS CARREIRAS ARTÍSTICAS, AS PERSPECTIVAS DE EXPANSÃO E INTERNACIONALIZAÇÃO, O PROTAGONISMO E O RECONHECIMENTO DE NOVOS AGENTES, O EMPREENDEDORISMO E A FORMALIZAÇÃO.	CONTÍNUO	APOIO ADMINISTRATIVO	ESTRATÉGICO	01/01/2022 00:00	31/12/2025 00:00	000600006 - DIRETORIA DE PLANEJAMENTO, GESTÃO E FINANÇAS	736	TOTAL DE PROJETOS/PROPOSTAS CONTEMPLADOS POR EDITAIS PUBLICADOS PELA SMC/FMC COM REPASSE DE RECURSOS PARA OS PROPONENTES	SOMATÓRIO DOS PROJETOS/PROPOSTAS CONTEMPLADOS POR EDITAIS PUBLICADOS PELA SMC/FMC COM REPASSE DE RECURSOS PARA OS PROPONENTES NO ANO	UNIDADE	FUNDAÇÃO MUNICIPAL DE CULTURA	418	31/12/2020 00:00	420	355	300	300	METAS ALTERADAS NA REVISÃO DO PPAG 2024/2025.
2024	6	DESENVOLVIMENTO ECONÔMICO E TURISMO	5	RELAÇÕES INTERNACIONAIS	ENVIDAR ESFORÇOS PARA QUE O MUNICÍPIO DE BELO HORIZONTE SE MANTENHA COMO PÓLO ATRATIVO DE GRANDES EVENTOS INTERNACIONAIS E, AINDA, EMPENHAR AÇÕES QUE POSSAM CONTRIBUIR PARA O DESENVOLVIMENTO ECONÔMICO E SOCIAL LOCAL, INCLUSIVE NO QUE SE REFERE À DISSEMINAÇÃO LOCAL DE QUESTÕES RELACIONADAS AOS DIREITOS HUMANOS, CIDADANIA, IGUALDADE DE GÊNERO, INCLUSÃO SOCIAL, ALGUMAS DAS METAS DO MILÊNIO PROPOSTAS PELA ORGANIZAÇÃO DAS NAÇÕES UNIDAS - ONU.	PREFEITURA DE BELO HORIZONTE E MUNÍCIPES.	O PRESENTE PROGRAMA SERÁ UM DOS INSTRUMENTOS DE CONTRIBUIÇÃO À INSERÇÃO DE BELO HORIZONTE NA COMUNIDADE INTERNACIONAL.	CONTÍNUO	FINALÍSTICO	ASSOCIADO	01/01/2022 00:00	31/12/2025 00:00	000700007 - DIRETORIA DE PLANEJAMENTO, GESTÃO E FINANÇAS	761	AÇÕES E ATIVIDADES INTERNACIONAIS DE BELO HORIZONTE	SOMATÓRIO DE ATIVIDADES RELACIONADAS A INTERNACIONALIZAÇÃO DE BELO HORIZONTE E SUAS POLÍTICAS PÚBLICAS, ATRAÇÃO DE INVESTIMENTOS INTERNACIONAIS E VINCULAÇÕES INTERNACIONAIS DO MUNICÍPIO EM ORGANISMOS INTERNACIONAIS DIVERSOS.	NÚMERO DE AÇÕES E ATIVIDADES	DIRETORIA DE RELAÇÔES INTERNACIONAIS	53	31/07/2021 00:00	78	78	78	78	DESCRIÇÃO DA FÓRMULA DE CÁLCULO ALTERADA NA REVISÃO DO PPAG 2024/2025.
2024	6	DESENVOLVIMENTO ECONÔMICO E TURISMO	86	FOMENTO AO TURISMO DE LAZER, EVENTOS E NEGÓCIOS	CRESCIMENTO DO FLUXO TURÍSTICO E AUMENTO DA TAXA DE PERMANÊNCIA NA CIDADE.	POPULAÇÃO E VISITANTES DA CIDADE DE BELO HORIZONTE.	TODAS AS AÇÕES DA BELOTUR, CONSUBSTANCIADAS EM SUAS METAS FÍSICAS, VISAM O OBJETIVO DE PROMOVER E DIVULGAR BELO HORIZONTE, NO SENTIDO DE ATRAIR TURISTAS E EVENTOS, QUE CONCORRERÃO PARA O DESENVOLVIMENTO DE TURISMO DA CIDADE.	CONTÍNUO	FINALÍSTICO	ASSOCIADO	01/01/2022 00:00	31/12/2025 00:00	002800010 - DIRETORIA DE ADMINISTRAÇÃO E FINANÇAS	42	TAXA DE OCUPAÇÃO HOTELEIRA	HOSPEDAGENS PAGAS / (TOTAL DE UNIDADES DE HOSPEDAGEM X NÚMERO DE DIAS DO MÊS) X 100	PERCENTUAL	ASSOCIAÇÃO BRASILEIRA DA INDÚSTRIA DE HOTÉIS - ABIH	65,4	31/12/2022 00:00	34,28	55,13	69,25	71,32	"MÉDIA DA OCUPAÇÃO DIÁRIA DOS HOTÉIS QUE PARTICIPAM DA ""CESTA COMPETITIVA"" HOTELEIRA. METAS ALTERADAS NA REVISÃO DO PPAG 2024/2025."
2024	6	DESENVOLVIMENTO ECONÔMICO E TURISMO	86	FOMENTO AO TURISMO DE LAZER, EVENTOS E NEGÓCIOS	CRESCIMENTO DO FLUXO TURÍSTICO E AUMENTO DA TAXA DE PERMANÊNCIA NA CIDADE.	POPULAÇÃO E VISITANTES DA CIDADE DE BELO HORIZONTE.	TODAS AS AÇÕES DA BELOTUR, CONSUBSTANCIADAS EM SUAS METAS FÍSICAS, VISAM O OBJETIVO DE PROMOVER E DIVULGAR BELO HORIZONTE, NO SENTIDO DE ATRAIR TURISTAS E EVENTOS, QUE CONCORRERÃO PARA O DESENVOLVIMENTO DE TURISMO DA CIDADE.	CONTÍNUO	FINALÍSTICO	ASSOCIADO	01/01/2022 00:00	31/12/2025 00:00	002800010 - DIRETORIA DE ADMINISTRAÇÃO E FINANÇAS	610	PERCENTUAL DO ISS TURÍSTICO	PARTICIPAÇÃO RELATIVA DO ISSQN GERADO POR ATIVIDADES TURÍSTICAS (TÍPICA E PARCIALMENTE) / ISSQN TOTAL DO MUNICÍPIO X 100	PERCENTUAL	SECRETARIA MUNICIPAL DE FAZENDA	5,54	31/12/2022 00:00	3,5	3,67	5,87	6,05	METAS ALTERADAS NA REVISÃO DO PPAG 2024/2025.
2024	6	DESENVOLVIMENTO ECONÔMICO E TURISMO	141	ARTICULAÇÃO DO PLANEJAMENTO DO DESENVOLVIMENTO SOCIOECONÔMICO	GARANTIR CONDIÇÕES ADEQUADAS ÀS ATIVIDADES DE  MONITORAMENTO DA CAPTAÇÃO E APLICAÇÃO DE RECURSOS, FOMENTO AO DESENVOLVIMENTO SÓCIO-ECONÔMICO.	PREFEITURA DE BELO HORIZONTE.	GARANTIR A EFICIÊNCIA E A EFICÁCIA DAS ATIVIDADES DE APOIO AO PLANEJAMENTO E OPERACIONALIZAÇÃO DAS DIVERSAS POLÍTICAS PÚBLICAS MUNICIPAIS.	CONTÍNUO	FINALÍSTICO	ASSOCIADO	01/01/2022 00:00	31/12/2025 00:00	000700007 - DIRETORIA DE PLANEJAMENTO, GESTÃO E FINANÇAS	787	PERCENTUAL DE PROCESSOS ADMINISTRATIVOS DO PROCON FINALIZADOS EM ATÉ 140 DIAS	TOTAL DE PROCESSOS FINALIZADOS NO MÊS DENTRO DO PRAZO DE ATÉ 140 DIAS / TOTAL DE PROCESSOS FINALIZADOS NO MÊS * 100	PERCENTUAL	GERÊNCIA DE ANÁLISE DE PROCESSOS	100	31/08/2023 00:00	0	0	100	100	INDICADOR INSERIDO NA REVISÃO DO PPAG 2024/2025. O VALOR DE REFERÊNCIA INFORMADO REFERE-SE AO PERÍODO 01/01/2023 A 31/08/2023.
2024	6	DESENVOLVIMENTO ECONÔMICO E TURISMO	217	FOMENTO AO DESENVOLVIMENTO ECONÔMICO	ESTIMULAR O DESENVOLVIMENTO ECONÔMICO DE BH E APOIAR OS EMPREENDIMENTOS DA RMBH, OFERECENDO UM AMBIENTE FAVORÁVEL AO NEGÓCIO DE ALTO VALOR AGREGADO E NAS INDÚSTRIAS DO CONHECIMENTO, ATUANDO DE FORMA ESTRUTURADA E ARTICULADA COM OS DIVERSOS AGENTES ECONÔMICOS NACIONAIS E INTERNACIONAIS PARA CONSOLIDAR A CIDADE DE BELO HORIZONTE COMO UM CENTRO DE EXCELÊNCIA EM EMPREENDEDORISMO.	TODOS OS AGENTES ECONÔMICOS DE BELO HORIZONTE E RMBH.	A CONSOLIDAÇÃO DE UM AMBIENTE PROPÍCIO AOS NEGÓCIOS E AOS INVESTIMENTOS PRODUTIVOS É ESSENCIAL PARA O DESENVOLVIMENTO ECONÔMICO DO MUNICÍPIO.	CONTÍNUO	FINALÍSTICO	ASSOCIADO	01/01/2022 00:00	31/12/2025 00:00	000700007 - DIRETORIA DE PLANEJAMENTO, GESTÃO E FINANÇAS	765	TAXA DE CRESCIMENTO DE EMPRESAS ATIVAS NO MUNICÍPIO	((TOTAL DE EMPRESAS ATIVAS EM 31 DE DEZEMBRO DO ANO CORRENTE / TOTAL DE EMPRESAS ATIVAS EM 31 DE DEZEMBRO DO ANO ANTERIOR) - 1 ) * 100	PERCENTUAL	CADASTRO MUNICIPAL DE CONTRIBUINTES - CMC / SMFA	7,4	31/07/2021 00:00	7,5	7,7	7,9	8	
2024	6	DESENVOLVIMENTO ECONÔMICO E TURISMO	237	QUALIFICAÇÃO, PROFISSIONALIZAÇÃO E EMPREGO	FOMENTAR A ABERTURA DE ESCOLAS PROFISSIONALIZANTES NA CIDADE, BEM COMO OFERTAR CURSOS DE QUALIFICAÇÃO E MONITORAMENTO DE EGRESSOS DOS CURSOS, AUMENTANDO A POSSIBILIDADE DE INSERÇÃO DO PÚBLICO-ALVO NO MERCADO DE TRABALHO FORMAL E EM OPORTUNIDADES DE GERAÇÃO DE TRABALHO E RENDA.	JOVENS E ADULTOS, PRIORITARIAMENTE, BENEFICIÁRIOS DE PROGRAMAS SOCIAIS DESENVOLVIDOS PELO MUNICÍPIO DE BELO HORIZONTE, CADASTRADOS NAS UNIDADES MUNICIPAIS DO SISTEMA PÚBLICO DE EMPREGO - SINE/PBH E NO CADÚNICO DO BOLSA FAMÍLIA.	ARTICULAÇÃO DA OFERTA DE CURSOS PROFISSIONALIZANTES, O ATENDIMENTO PARA CAPACITAÇÃO PROFISSIONAL, TREINAMENTO E ACESSO AO MERCADO DE TRABALHO.	CONTÍNUO	FINALÍSTICO	ASSOCIADO	01/01/2022 00:00	31/12/2025 00:00	000700007 - DIRETORIA DE PLANEJAMENTO, GESTÃO E FINANÇAS	763	TAXA DE CONCLUSÃO DOS CURSOS DE QUALIFICAÇÃO PARA O MERCADO DE TRABALHO	( Nº DE CONCLUINTES X 100 ) ÷ Nº VAGAS	PERCENTUAL	GERÊNCIA DE QUALIFICAÇÃO PROFISSIONAL - GQUAP / SMDE	60	30/08/2021 00:00	61	62	63	64	
