Base de apuração;Sequencial;Código UO;Descrição UO;Código Função;Descrição Função;Código Subfunção;Descrição Subfunção;Código Programa;Descrição Programa;Código Ação;Descrição Ação;Código Subação;Descrição Subação;Descrição Produto;Descrição Unidade de Medida;Código Localizador;Descrição Localizador;Meta física;Meta prevista;Meta executada;Observação a respeito da meta
1º quadrimestre;6182;2504;FUNDO DE OPERAÇÃO DO PARQUE DAS MANGABEIRAS;18;GESTÃO AMBIENTAL;541;PRESERVAÇÃO E CONSERVAÇÃO AMBIENTAL;73;"PRESERVAÇÃO E CONSERVAÇÃO DA FAUNA E FLORA EM PARQUES; JARDIM ZOOLÓGICO E JARDIM BOTÂNICO";2812;Gestão Operacional dos Parques Municipais;1;MANUTENÇÃO E RECUPERAÇÃO EM PARQUES E CEVAE'S;Unidade recuperada/mantida;UNIDADE;10;Município de Belo Horizonte;Não;0;0;O valor orçado deverá ser destinado a aquisições diversas para a operacionalidade do parque. O processo administrativo que irá consolidar tal tratativa já está sendo construído.
1º quadrimestre;161;2505;FUNDAÇÃO DE PARQUES MUNICIPAIS E ZOOBOTÂNICA;18;GESTÃO AMBIENTAL;541;PRESERVAÇÃO E CONSERVAÇÃO AMBIENTAL;73;"PRESERVAÇÃO E CONSERVAÇÃO DA FAUNA E FLORA EM PARQUES; JARDIM ZOOLÓGICO E JARDIM BOTÂNICO";2580;Conservação e Manejo do Acervo Faunístico;1;GERENCIAMENTO DO JARDIM ZOOLÓGICO E DO SEU ACERVO;Espécie mantida;UNIDADE;10;Município de Belo Horizonte;Não;230;230;
1º quadrimestre;162;2505;FUNDAÇÃO DE PARQUES MUNICIPAIS E ZOOBOTÂNICA;18;GESTÃO AMBIENTAL;541;PRESERVAÇÃO E CONSERVAÇÃO AMBIENTAL;73;"PRESERVAÇÃO E CONSERVAÇÃO DA FAUNA E FLORA EM PARQUES; JARDIM ZOOLÓGICO E JARDIM BOTÂNICO";2580;Conservação e Manejo do Acervo Faunístico;2;Gerenciamento do Aquário do Rio São Francisco;Espécie mantida;UNIDADE;10;Município de Belo Horizonte;Não;60;60;
1º quadrimestre;163;2505;FUNDAÇÃO DE PARQUES MUNICIPAIS E ZOOBOTÂNICA;18;GESTÃO AMBIENTAL;541;PRESERVAÇÃO E CONSERVAÇÃO AMBIENTAL;73;"PRESERVAÇÃO E CONSERVAÇÃO DA FAUNA E FLORA EM PARQUES; JARDIM ZOOLÓGICO E JARDIM BOTÂNICO";2580;Conservação e Manejo do Acervo Faunístico;3;Projetos de Conservação e Pesquisa;Projeto desenvolvido;UNIDADE;10;Município de Belo Horizonte;Não;16;16;
1º quadrimestre;167;2505;FUNDAÇÃO DE PARQUES MUNICIPAIS E ZOOBOTÂNICA;18;GESTÃO AMBIENTAL;541;PRESERVAÇÃO E CONSERVAÇÃO AMBIENTAL;73;"PRESERVAÇÃO E CONSERVAÇÃO DA FAUNA E FLORA EM PARQUES; JARDIM ZOOLÓGICO E JARDIM BOTÂNICO";2581;Preservação e Conservação do Acervo Florístico;1;GERENCIAMENTO DO JARDIM BOTÂNICO E DO SEU ACERVO;Espécie mantida;UNIDADE;10;Município de Belo Horizonte;Não;17.850;17.850;
1º quadrimestre;168;2505;FUNDAÇÃO DE PARQUES MUNICIPAIS E ZOOBOTÂNICA;18;GESTÃO AMBIENTAL;541;PRESERVAÇÃO E CONSERVAÇÃO AMBIENTAL;73;"PRESERVAÇÃO E CONSERVAÇÃO DA FAUNA E FLORA EM PARQUES; JARDIM ZOOLÓGICO E JARDIM BOTÂNICO";2581;Preservação e Conservação do Acervo Florístico;2;Produção Vegetal;Mudas produzidas;UNIDADE;10;Município de Belo Horizonte;Sim;23152;0;
1º quadrimestre;169;2505;FUNDAÇÃO DE PARQUES MUNICIPAIS E ZOOBOTÂNICA;18;GESTÃO AMBIENTAL;541;PRESERVAÇÃO E CONSERVAÇÃO AMBIENTAL;73;"PRESERVAÇÃO E CONSERVAÇÃO DA FAUNA E FLORA EM PARQUES; JARDIM ZOOLÓGICO E JARDIM BOTÂNICO";2581;Preservação e Conservação do Acervo Florístico;3;"Manutenção de Jardins Temáticos; Recintos e Gramados";Área conservada;METRO QUADRADO;10;Município de Belo Horizonte;Sim;80.000;0;
1º quadrimestre;170;2505;FUNDAÇÃO DE PARQUES MUNICIPAIS E ZOOBOTÂNICA;18;GESTÃO AMBIENTAL;541;PRESERVAÇÃO E CONSERVAÇÃO AMBIENTAL;73;"PRESERVAÇÃO E CONSERVAÇÃO DA FAUNA E FLORA EM PARQUES; JARDIM ZOOLÓGICO E JARDIM BOTÂNICO";2581;Preservação e Conservação do Acervo Florístico;4;Projetos de Conservação e Pesquisa de Espécies da Flora;Projeto realizado;UNIDADE;10;Município de Belo Horizonte;Sim;3;0;
1º quadrimestre;171;2505;FUNDAÇÃO DE PARQUES MUNICIPAIS E ZOOBOTÂNICA;18;GESTÃO AMBIENTAL;541;PRESERVAÇÃO E CONSERVAÇÃO AMBIENTAL;73;"PRESERVAÇÃO E CONSERVAÇÃO DA FAUNA E FLORA EM PARQUES; JARDIM ZOOLÓGICO E JARDIM BOTÂNICO";2581;Preservação e Conservação do Acervo Florístico;5;Cooperação Institucional;Contrato efetivado;UNIDADE;10;Município de Belo Horizonte;Sim;1;0;
1º quadrimestre;32;2505;FUNDAÇÃO DE PARQUES MUNICIPAIS E ZOOBOTÂNICA;18;GESTÃO AMBIENTAL;541;PRESERVAÇÃO E CONSERVAÇÃO AMBIENTAL;73;"PRESERVAÇÃO E CONSERVAÇÃO DA FAUNA E FLORA EM PARQUES; JARDIM ZOOLÓGICO E JARDIM BOTÂNICO";2812;Gestão Operacional dos Parques Municipais;1;MANUTENÇÃO E RECUPERAÇÃO EM PARQUES E CEVAE'S;Unidade recuperada/mantida;UNIDADE;1;Barreiro;Não;5;5;
1º quadrimestre;56;2505;FUNDAÇÃO DE PARQUES MUNICIPAIS E ZOOBOTÂNICA;18;GESTÃO AMBIENTAL;541;PRESERVAÇÃO E CONSERVAÇÃO AMBIENTAL;73;"PRESERVAÇÃO E CONSERVAÇÃO DA FAUNA E FLORA EM PARQUES; JARDIM ZOOLÓGICO E JARDIM BOTÂNICO";2812;Gestão Operacional dos Parques Municipais;1;MANUTENÇÃO E RECUPERAÇÃO EM PARQUES E CEVAE'S;Unidade recuperada/mantida;UNIDADE;2;Centro-Sul;Não;19;18;.
1º quadrimestre;62;2505;FUNDAÇÃO DE PARQUES MUNICIPAIS E ZOOBOTÂNICA;18;GESTÃO AMBIENTAL;541;PRESERVAÇÃO E CONSERVAÇÃO AMBIENTAL;73;"PRESERVAÇÃO E CONSERVAÇÃO DA FAUNA E FLORA EM PARQUES; JARDIM ZOOLÓGICO E JARDIM BOTÂNICO";2812;Gestão Operacional dos Parques Municipais;1;MANUTENÇÃO E RECUPERAÇÃO EM PARQUES E CEVAE'S;Unidade recuperada/mantida;UNIDADE;3;Leste;Não;2;2;
1º quadrimestre;66;2505;FUNDAÇÃO DE PARQUES MUNICIPAIS E ZOOBOTÂNICA;18;GESTÃO AMBIENTAL;541;PRESERVAÇÃO E CONSERVAÇÃO AMBIENTAL;73;"PRESERVAÇÃO E CONSERVAÇÃO DA FAUNA E FLORA EM PARQUES; JARDIM ZOOLÓGICO E JARDIM BOTÂNICO";2812;Gestão Operacional dos Parques Municipais;1;MANUTENÇÃO E RECUPERAÇÃO EM PARQUES E CEVAE'S;Unidade recuperada/mantida;UNIDADE;4;Nordeste;Não;15;15;
1º quadrimestre;69;2505;FUNDAÇÃO DE PARQUES MUNICIPAIS E ZOOBOTÂNICA;18;GESTÃO AMBIENTAL;541;PRESERVAÇÃO E CONSERVAÇÃO AMBIENTAL;73;"PRESERVAÇÃO E CONSERVAÇÃO DA FAUNA E FLORA EM PARQUES; JARDIM ZOOLÓGICO E JARDIM BOTÂNICO";2812;Gestão Operacional dos Parques Municipais;1;MANUTENÇÃO E RECUPERAÇÃO EM PARQUES E CEVAE'S;Unidade recuperada/mantida;UNIDADE;5;Noroeste;Não;3;3;
1º quadrimestre;75;2505;FUNDAÇÃO DE PARQUES MUNICIPAIS E ZOOBOTÂNICA;18;GESTÃO AMBIENTAL;541;PRESERVAÇÃO E CONSERVAÇÃO AMBIENTAL;73;"PRESERVAÇÃO E CONSERVAÇÃO DA FAUNA E FLORA EM PARQUES; JARDIM ZOOLÓGICO E JARDIM BOTÂNICO";2812;Gestão Operacional dos Parques Municipais;1;MANUTENÇÃO E RECUPERAÇÃO EM PARQUES E CEVAE'S;Unidade recuperada/mantida;UNIDADE;6;Norte;Não;6;6;
1º quadrimestre;77;2505;FUNDAÇÃO DE PARQUES MUNICIPAIS E ZOOBOTÂNICA;18;GESTÃO AMBIENTAL;541;PRESERVAÇÃO E CONSERVAÇÃO AMBIENTAL;73;"PRESERVAÇÃO E CONSERVAÇÃO DA FAUNA E FLORA EM PARQUES; JARDIM ZOOLÓGICO E JARDIM BOTÂNICO";2812;Gestão Operacional dos Parques Municipais;1;MANUTENÇÃO E RECUPERAÇÃO EM PARQUES E CEVAE'S;Unidade recuperada/mantida;UNIDADE;7;Oeste;Não;11;11;
1º quadrimestre;78;2505;FUNDAÇÃO DE PARQUES MUNICIPAIS E ZOOBOTÂNICA;18;GESTÃO AMBIENTAL;541;PRESERVAÇÃO E CONSERVAÇÃO AMBIENTAL;73;"PRESERVAÇÃO E CONSERVAÇÃO DA FAUNA E FLORA EM PARQUES; JARDIM ZOOLÓGICO E JARDIM BOTÂNICO";2812;Gestão Operacional dos Parques Municipais;1;MANUTENÇÃO E RECUPERAÇÃO EM PARQUES E CEVAE'S;Unidade recuperada/mantida;UNIDADE;8;Pampulha;Não;14;14;
1º quadrimestre;79;2505;FUNDAÇÃO DE PARQUES MUNICIPAIS E ZOOBOTÂNICA;18;GESTÃO AMBIENTAL;541;PRESERVAÇÃO E CONSERVAÇÃO AMBIENTAL;73;"PRESERVAÇÃO E CONSERVAÇÃO DA FAUNA E FLORA EM PARQUES; JARDIM ZOOLÓGICO E JARDIM BOTÂNICO";2812;Gestão Operacional dos Parques Municipais;1;MANUTENÇÃO E RECUPERAÇÃO EM PARQUES E CEVAE'S;Unidade recuperada/mantida;UNIDADE;9;Venda Nova;Não;6;6;
1º quadrimestre;6181;2505;FUNDAÇÃO DE PARQUES MUNICIPAIS E ZOOBOTÂNICA;18;GESTÃO AMBIENTAL;541;PRESERVAÇÃO E CONSERVAÇÃO AMBIENTAL;73;"PRESERVAÇÃO E CONSERVAÇÃO DA FAUNA E FLORA EM PARQUES; JARDIM ZOOLÓGICO E JARDIM BOTÂNICO";2812;Gestão Operacional dos Parques Municipais;1;MANUTENÇÃO E RECUPERAÇÃO EM PARQUES E CEVAE'S;Unidade recuperada/mantida;UNIDADE;10;Município de Belo Horizonte;Não;0;1;.
1º quadrimestre;58;2505;FUNDAÇÃO DE PARQUES MUNICIPAIS E ZOOBOTÂNICA;18;GESTÃO AMBIENTAL;541;PRESERVAÇÃO E CONSERVAÇÃO AMBIENTAL;73;"PRESERVAÇÃO E CONSERVAÇÃO DA FAUNA E FLORA EM PARQUES; JARDIM ZOOLÓGICO E JARDIM BOTÂNICO";2812;Gestão Operacional dos Parques Municipais;3;Elaboração do plano de uso público e plano de manejo;Plano elaborado;PERCENTUAL DE EXECUÇÃO;2;Centro-Sul;Sim;40;0;
1º quadrimestre;60;2505;FUNDAÇÃO DE PARQUES MUNICIPAIS E ZOOBOTÂNICA;18;GESTÃO AMBIENTAL;541;PRESERVAÇÃO E CONSERVAÇÃO AMBIENTAL;73;"PRESERVAÇÃO E CONSERVAÇÃO DA FAUNA E FLORA EM PARQUES; JARDIM ZOOLÓGICO E JARDIM BOTÂNICO";2812;Gestão Operacional dos Parques Municipais;5;Projetos complementares e implantação de sinalização em parques;PROJETO DE SINALIZAÇÃO IMPLANTADO;PERCENTUAL DE EXECUÇÃO;2;Centro-Sul;Sim;40;0;
1º quadrimestre;65;2505;FUNDAÇÃO DE PARQUES MUNICIPAIS E ZOOBOTÂNICA;18;GESTÃO AMBIENTAL;541;PRESERVAÇÃO E CONSERVAÇÃO AMBIENTAL;73;"PRESERVAÇÃO E CONSERVAÇÃO DA FAUNA E FLORA EM PARQUES; JARDIM ZOOLÓGICO E JARDIM BOTÂNICO";2812;Gestão Operacional dos Parques Municipais;6;Informatização das unidades administradas pela FPMZB;Unidade informatizada;UNIDADE;2;Centro-Sul;Sim;1;0;
1º quadrimestre;64;2505;FUNDAÇÃO DE PARQUES MUNICIPAIS E ZOOBOTÂNICA;18;GESTÃO AMBIENTAL;541;PRESERVAÇÃO E CONSERVAÇÃO AMBIENTAL;73;"PRESERVAÇÃO E CONSERVAÇÃO DA FAUNA E FLORA EM PARQUES; JARDIM ZOOLÓGICO E JARDIM BOTÂNICO";2817;Educação Ambiental e Promoção de Eventos;1;"REALIZAÇÃO DE ATIVIDADES; EVENTOS E CAPACITAÇÕES EM EDUCAÇÃO AMBIENTAL PARA OS PÚBLICOS INTERNO E EXTERNO";Evento realizado;UNIDADE;2;Centro-Sul;Sim;4;0;
1º quadrimestre;4401;2505;FUNDAÇÃO DE PARQUES MUNICIPAIS E ZOOBOTÂNICA;18;GESTÃO AMBIENTAL;541;PRESERVAÇÃO E CONSERVAÇÃO AMBIENTAL;73;"PRESERVAÇÃO E CONSERVAÇÃO DA FAUNA E FLORA EM PARQUES; JARDIM ZOOLÓGICO E JARDIM BOTÂNICO";2817;Educação Ambiental e Promoção de Eventos;1;"REALIZAÇÃO DE ATIVIDADES; EVENTOS E CAPACITAÇÕES EM EDUCAÇÃO AMBIENTAL PARA OS PÚBLICOS INTERNO E EXTERNO";Evento realizado;UNIDADE;10;Município de Belo Horizonte;Sim;2;0;
1º quadrimestre;61;2505;FUNDAÇÃO DE PARQUES MUNICIPAIS E ZOOBOTÂNICA;18;GESTÃO AMBIENTAL;541;PRESERVAÇÃO E CONSERVAÇÃO AMBIENTAL;73;"PRESERVAÇÃO E CONSERVAÇÃO DA FAUNA E FLORA EM PARQUES; JARDIM ZOOLÓGICO E JARDIM BOTÂNICO";2817;Educação Ambiental e Promoção de Eventos;2;Desenvolvimento de material educativo e de comunicação;Material produzido;UNIDADE;2;Centro-Sul;Sim;6;0;
1º quadrimestre;102;2505;FUNDAÇÃO DE PARQUES MUNICIPAIS E ZOOBOTÂNICA;18;GESTÃO AMBIENTAL;541;PRESERVAÇÃO E CONSERVAÇÃO AMBIENTAL;73;"PRESERVAÇÃO E CONSERVAÇÃO DA FAUNA E FLORA EM PARQUES; JARDIM ZOOLÓGICO E JARDIM BOTÂNICO";2817;Educação Ambiental e Promoção de Eventos;2;Desenvolvimento de material educativo e de comunicação;Material produzido;UNIDADE;10;Município de Belo Horizonte;Sim;15000;0;
1º quadrimestre;104;2505;FUNDAÇÃO DE PARQUES MUNICIPAIS E ZOOBOTÂNICA;18;GESTÃO AMBIENTAL;541;PRESERVAÇÃO E CONSERVAÇÃO AMBIENTAL;73;"PRESERVAÇÃO E CONSERVAÇÃO DA FAUNA E FLORA EM PARQUES; JARDIM ZOOLÓGICO E JARDIM BOTÂNICO";2817;Educação Ambiental e Promoção de Eventos;3;"Desenvolvimento de projetos; atividades educativas continuadas; atendimentos especiais";Público atendido;Pessoa;10;Município de Belo Horizonte;Sim;60000;0;
1º quadrimestre;108;2505;FUNDAÇÃO DE PARQUES MUNICIPAIS E ZOOBOTÂNICA;18;GESTÃO AMBIENTAL;541;PRESERVAÇÃO E CONSERVAÇÃO AMBIENTAL;73;"PRESERVAÇÃO E CONSERVAÇÃO DA FAUNA E FLORA EM PARQUES; JARDIM ZOOLÓGICO E JARDIM BOTÂNICO";2817;Educação Ambiental e Promoção de Eventos;4;"Eventos; Campanhas Educativas; Culturais e de Lazer";Público atendido;Pessoa;10;Município de Belo Horizonte;Sim;30000;0;
1º quadrimestre;31;2505;FUNDAÇÃO DE PARQUES MUNICIPAIS E ZOOBOTÂNICA;4;ADMINISTRAÇÃO;122;ADMINISTRAÇÃO GERAL;165;"PLANEJAMENTO; MONITORAMENTO E GERENCIAMENTO DE NECRÓPOLES";2816;Administração de Necrópoles;1;Manutenção de Necrópoles;Unidade mantida;UNIDADE;1;Barreiro;Não;1;1;
1º quadrimestre;63;2505;FUNDAÇÃO DE PARQUES MUNICIPAIS E ZOOBOTÂNICA;4;ADMINISTRAÇÃO;122;ADMINISTRAÇÃO GERAL;165;"PLANEJAMENTO; MONITORAMENTO E GERENCIAMENTO DE NECRÓPOLES";2816;Administração de Necrópoles;1;Manutenção de Necrópoles;Unidade mantida;UNIDADE;3;Leste;Não;1;1;
1º quadrimestre;70;2505;FUNDAÇÃO DE PARQUES MUNICIPAIS E ZOOBOTÂNICA;4;ADMINISTRAÇÃO;122;ADMINISTRAÇÃO GERAL;165;"PLANEJAMENTO; MONITORAMENTO E GERENCIAMENTO DE NECRÓPOLES";2816;Administração de Necrópoles;1;Manutenção de Necrópoles;Unidade mantida;UNIDADE;5;Noroeste;Não;2;2;
1º quadrimestre;76;2505;FUNDAÇÃO DE PARQUES MUNICIPAIS E ZOOBOTÂNICA;4;ADMINISTRAÇÃO;122;ADMINISTRAÇÃO GERAL;165;"PLANEJAMENTO; MONITORAMENTO E GERENCIAMENTO DE NECRÓPOLES";2816;Administração de Necrópoles;1;Manutenção de Necrópoles;Unidade mantida;UNIDADE;6;Norte;Não;1;1;
1º quadrimestre;71;2505;FUNDAÇÃO DE PARQUES MUNICIPAIS E ZOOBOTÂNICA;4;ADMINISTRAÇÃO;122;ADMINISTRAÇÃO GERAL;165;"PLANEJAMENTO; MONITORAMENTO E GERENCIAMENTO DE NECRÓPOLES";2816;Administração de Necrópoles;2;Informatização de Necrópoles;Necrópole informatizada;UNIDADE;5;Noroeste;Sim;1;0;
1º quadrimestre;4962;2700;SECRETARIA MUNICIPAL DE OBRAS E INFRAESTRUTURA;4;ADMINISTRAÇÃO;122;ADMINISTRAÇÃO GERAL;44;QUALIFICAÇÃO DOS PRÓPRIOS MUNICIPAIS;1219;"AQUISIÇÃO; CONSTRUÇÃO; REFORMA E READAPTAÇÃO DE IMÓVEIS";4;"AQUISIÇÃO; CONSTRUÇÃO E READAPTAÇÃO DE IMÓVEIS";EMPREENDIMENTO EM ANDAMENTO;UNIDADE;10;Município de Belo Horizonte;Não;1;1;
1º quadrimestre;5264;2700;SECRETARIA MUNICIPAL DE OBRAS E INFRAESTRUTURA;4;ADMINISTRAÇÃO;122;ADMINISTRAÇÃO GERAL;44;QUALIFICAÇÃO DOS PRÓPRIOS MUNICIPAIS;1219;"AQUISIÇÃO; CONSTRUÇÃO; REFORMA E READAPTAÇÃO DE IMÓVEIS";4;"AQUISIÇÃO; CONSTRUÇÃO E READAPTAÇÃO DE IMÓVEIS";EMPREENDIMENTO EM ANDAMENTO;UNIDADE;2;Centro-Sul;Não;2;0;
1º quadrimestre;5266;2700;SECRETARIA MUNICIPAL DE OBRAS E INFRAESTRUTURA;4;ADMINISTRAÇÃO;122;ADMINISTRAÇÃO GERAL;44;QUALIFICAÇÃO DOS PRÓPRIOS MUNICIPAIS;1219;"AQUISIÇÃO; CONSTRUÇÃO; REFORMA E READAPTAÇÃO DE IMÓVEIS";4;"AQUISIÇÃO; CONSTRUÇÃO E READAPTAÇÃO DE IMÓVEIS";EMPREENDIMENTO EM ANDAMENTO;UNIDADE;8;Pampulha;Não;1;0;
1º quadrimestre;5268;2700;SECRETARIA MUNICIPAL DE OBRAS E INFRAESTRUTURA;4;ADMINISTRAÇÃO;122;ADMINISTRAÇÃO GERAL;44;QUALIFICAÇÃO DOS PRÓPRIOS MUNICIPAIS;1219;"AQUISIÇÃO; CONSTRUÇÃO; REFORMA E READAPTAÇÃO DE IMÓVEIS";9;REFORMA DE NECRÓPOLES;NECRÓPOLE REFORMADA;UNIDADE;5;Noroeste;Não;1;0;
1º quadrimestre;5831;2700;SECRETARIA MUNICIPAL DE OBRAS E INFRAESTRUTURA;4;ADMINISTRAÇÃO;122;ADMINISTRAÇÃO GERAL;44;QUALIFICAÇÃO DOS PRÓPRIOS MUNICIPAIS;1219;"AQUISIÇÃO; CONSTRUÇÃO; REFORMA E READAPTAÇÃO DE IMÓVEIS";9;REFORMA DE NECRÓPOLES;NECRÓPOLE REFORMADA;UNIDADE;10;Município de Belo Horizonte;Não;1;0;
1º quadrimestre;5610;2700;SECRETARIA MUNICIPAL DE OBRAS E INFRAESTRUTURA;4;ADMINISTRAÇÃO;122;ADMINISTRAÇÃO GERAL;44;QUALIFICAÇÃO DOS PRÓPRIOS MUNICIPAIS;1219;"AQUISIÇÃO; CONSTRUÇÃO; REFORMA E READAPTAÇÃO DE IMÓVEIS";31;"AQUISIÇÃO; CONSTRUÇÃO; AMPLIAÇÃO; REFORMA E READAPTAÇÃO DE UNIDADES DA ASSISTÊNCIA SOCIAL";INTERVENÇÃO CONCLUÍDA/EXECUTADA;UNIDADE;2;Centro-Sul;Sim;1;0;
1º quadrimestre;5828;2700;SECRETARIA MUNICIPAL DE OBRAS E INFRAESTRUTURA;4;ADMINISTRAÇÃO;122;ADMINISTRAÇÃO GERAL;44;QUALIFICAÇÃO DOS PRÓPRIOS MUNICIPAIS;1219;"AQUISIÇÃO; CONSTRUÇÃO; REFORMA E READAPTAÇÃO DE IMÓVEIS";31;"AQUISIÇÃO; CONSTRUÇÃO; AMPLIAÇÃO; REFORMA E READAPTAÇÃO DE UNIDADES DA ASSISTÊNCIA SOCIAL";INTERVENÇÃO CONCLUÍDA/EXECUTADA;UNIDADE;4;Nordeste;Sim;1;0;"AQUISIÇÃO; CONSTRUÇÃO; AMPLIAÇÃO; REFORMA E READAPTAÇÃO DE UNIDADES DA ASSISTÊNCIA SOCIAL EM ANDAMENTO."
1º quadrimestre;5829;2700;SECRETARIA MUNICIPAL DE OBRAS E INFRAESTRUTURA;4;ADMINISTRAÇÃO;122;ADMINISTRAÇÃO GERAL;44;QUALIFICAÇÃO DOS PRÓPRIOS MUNICIPAIS;1219;"AQUISIÇÃO; CONSTRUÇÃO; REFORMA E READAPTAÇÃO DE IMÓVEIS";31;"AQUISIÇÃO; CONSTRUÇÃO; AMPLIAÇÃO; REFORMA E READAPTAÇÃO DE UNIDADES DA ASSISTÊNCIA SOCIAL";INTERVENÇÃO CONCLUÍDA/EXECUTADA;UNIDADE;10;Município de Belo Horizonte;Sim;1;0;"AQUISIÇÃO; CONSTRUÇÃO; AMPLIAÇÃO; REFORMA E READAPTAÇÃO DE UNIDADES DA ASSISTÊNCIA SOCIAL EM ANDAMENTO."
1º quadrimestre;5620;2700;SECRETARIA MUNICIPAL DE OBRAS E INFRAESTRUTURA;4;ADMINISTRAÇÃO;122;ADMINISTRAÇÃO GERAL;44;QUALIFICAÇÃO DOS PRÓPRIOS MUNICIPAIS;1219;"AQUISIÇÃO; CONSTRUÇÃO; REFORMA E READAPTAÇÃO DE IMÓVEIS";32;"AQUISIÇÃO; CONSTRUÇÃO; AMPLIAÇÃO; REFORMA E READAPTAÇÃO DE UNIDADES DA CULTURA";INTERVENÇÃO CONCLUÍDA/EXECUTADA;UNIDADE;10;Município de Belo Horizonte;Sim;1;0;
1º quadrimestre;5827;2700;SECRETARIA MUNICIPAL DE OBRAS E INFRAESTRUTURA;4;ADMINISTRAÇÃO;122;ADMINISTRAÇÃO GERAL;44;QUALIFICAÇÃO DOS PRÓPRIOS MUNICIPAIS;1219;"AQUISIÇÃO; CONSTRUÇÃO; REFORMA E READAPTAÇÃO DE IMÓVEIS";32;"AQUISIÇÃO; CONSTRUÇÃO; AMPLIAÇÃO; REFORMA E READAPTAÇÃO DE UNIDADES DA CULTURA";INTERVENÇÃO CONCLUÍDA/EXECUTADA;UNIDADE;8;Pampulha;Sim;1;0;
1º quadrimestre;5614;2700;SECRETARIA MUNICIPAL DE OBRAS E INFRAESTRUTURA;4;ADMINISTRAÇÃO;122;ADMINISTRAÇÃO GERAL;44;QUALIFICAÇÃO DOS PRÓPRIOS MUNICIPAIS;1219;"AQUISIÇÃO; CONSTRUÇÃO; REFORMA E READAPTAÇÃO DE IMÓVEIS";33;"AQUISIÇÃO; CONSTRUÇÃO; AMPLIAÇÃO; REFORMA E READAPTAÇÃO DE EQUIPAMENTOS ESPORTIVOS E ÁREAS DE LAZER";INTERVENÇÃO CONCLUÍDA/EXECUTADA;UNIDADE;3;Leste;Sim;1;0;"AQUISIÇÃO; CONSTRUÇÃO; AMPLIAÇÃO; REFORMA E READAPTAÇÃO DE EQUIPAMENTOS ESPORTIVOS E ÁREAS DE LAZER EM ANDAMENTO."
1º quadrimestre;5619;2700;SECRETARIA MUNICIPAL DE OBRAS E INFRAESTRUTURA;4;ADMINISTRAÇÃO;122;ADMINISTRAÇÃO GERAL;44;QUALIFICAÇÃO DOS PRÓPRIOS MUNICIPAIS;1219;"AQUISIÇÃO; CONSTRUÇÃO; REFORMA E READAPTAÇÃO DE IMÓVEIS";33;"AQUISIÇÃO; CONSTRUÇÃO; AMPLIAÇÃO; REFORMA E READAPTAÇÃO DE EQUIPAMENTOS ESPORTIVOS E ÁREAS DE LAZER";INTERVENÇÃO CONCLUÍDA/EXECUTADA;UNIDADE;9;Venda Nova;Sim;2;0;
1º quadrimestre;5830;2700;SECRETARIA MUNICIPAL DE OBRAS E INFRAESTRUTURA;4;ADMINISTRAÇÃO;122;ADMINISTRAÇÃO GERAL;44;QUALIFICAÇÃO DOS PRÓPRIOS MUNICIPAIS;1219;"AQUISIÇÃO; CONSTRUÇÃO; REFORMA E READAPTAÇÃO DE IMÓVEIS";33;"AQUISIÇÃO; CONSTRUÇÃO; AMPLIAÇÃO; REFORMA E READAPTAÇÃO DE EQUIPAMENTOS ESPORTIVOS E ÁREAS DE LAZER";INTERVENÇÃO CONCLUÍDA/EXECUTADA;UNIDADE;10;Município de Belo Horizonte;Sim;1;0;"AQUISIÇÃO; CONSTRUÇÃO; AMPLIAÇÃO; REFORMA E READAPTAÇÃO DE EQUIPAMENTOS ESPORTIVOS E ÁREAS DE LAZER AINDA EM ANDAMENTO."
1º quadrimestre;4941;2700;SECRETARIA MUNICIPAL DE OBRAS E INFRAESTRUTURA;17;SANEAMENTO;512;SANEAMENTO BÁSICO URBANO;46;OPERACIONALIZAÇÃO E MODERNIZAÇÃO DA LIMPEZA PÚBLICA;2537;Tratamento e Destinação de Resíduos Sólidos;3;Reforma e Reestruturação da Infraestrutura para Triagem de Materiais Recicláveis;OBRA EM ANDAMENTO;PERCENTUAL DE EXECUÇÃO;10;Município de Belo Horizonte;Sim;100;0;
1º quadrimestre;5763;2700;SECRETARIA MUNICIPAL DE OBRAS E INFRAESTRUTURA;17;SANEAMENTO;512;SANEAMENTO BÁSICO URBANO;46;OPERACIONALIZAÇÃO E MODERNIZAÇÃO DA LIMPEZA PÚBLICA;2537;Tratamento e Destinação de Resíduos Sólidos;4;INSTALAÇÃO DE VIGILÂNCIA ELETRÔNICA DAS UNIDADES DE RECEBIMENTO DE PEQUENOS VOLUMES - URPV´S;Atividade realizada;UNIDADE;10;Município de Belo Horizonte;Não;1;0;
1º quadrimestre;1668;2700;SECRETARIA MUNICIPAL DE OBRAS E INFRAESTRUTURA;17;SANEAMENTO;512;SANEAMENTO BÁSICO URBANO;46;OPERACIONALIZAÇÃO E MODERNIZAÇÃO DA LIMPEZA PÚBLICA;2537;Tratamento e Destinação de Resíduos Sólidos;5;"OBRAS; REFORMAS E REESTRUTURAÇÃO DA INFRAESTRUTURA DE UNIDADES DE RECEBIMENTO DE PEQUENOS VOLUMES - URPV´S";Obra executada;UNIDADE;10;Município de Belo Horizonte;Não;2;0;"OBRAS; REFORMAS E REESTRUTURAÇÃO DA INFRAESTRUTURA DE UNIDADES DE RECEBIMENTO DE PEQUENOS VOLUMES - URPV´S; AINDA EM ANDAMENTO."
