PPACODNUMERO;ANO REFERÊNCIA;ÁREA DE RESULTADO;ÁREA DE RESULTADO NOME;U.O.;U.O. NOME;PROGRAMA;PROGRAMA NOME;AÇÃO;AÇÃO NOME;SUBAÇÃO;SUBAÇÃO NOME;PRODUTO;UNIDADE DE MEDIDA;META FÍSICA ANO 1;META FÍSICA ANO 2;META FÍSICA ANO 3;META FÍSICA ANO 4
9;2024;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;1013;FUNDO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE;0163;PROMOÇÃO E PROTEÇÃO ÀS CRIANÇAS E ADOLESCENTES E SUAS FAMÍLIAS;2859;APOIO A PROJETOS DE PROMOÇÃO,PROTEÇÃO E DEFESA DE DIREITOS DAS CRIANÇAS,ADOLESCENTES E SUAS FAMÍLIAS;0003;Acolhimento Familiar;Projeto apoiado;UNIDADE;3;3;3;3
9;2024;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;1013;FUNDO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE;0163;PROMOÇÃO E PROTEÇÃO ÀS CRIANÇAS E ADOLESCENTES E SUAS FAMÍLIAS;2859;APOIO A PROJETOS DE PROMOÇÃO,PROTEÇÃO E DEFESA DE DIREITOS DAS CRIANÇAS,ADOLESCENTES E SUAS FAMÍLIAS;0004;Acolhimento Institucional;Projeto apoiado;UNIDADE;3;3;3;3
9;2024;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;1013;FUNDO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE;0163;PROMOÇÃO E PROTEÇÃO ÀS CRIANÇAS E ADOLESCENTES E SUAS FAMÍLIAS;2859;APOIO A PROJETOS DE PROMOÇÃO,PROTEÇÃO E DEFESA DE DIREITOS DAS CRIANÇAS,ADOLESCENTES E SUAS FAMÍLIAS;0005;Apoio às Medidas Socioeducativas;Projeto apoiado;UNIDADE;3;3;3;3
9;2024;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;1013;FUNDO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE;0163;PROMOÇÃO E PROTEÇÃO ÀS CRIANÇAS E ADOLESCENTES E SUAS FAMÍLIAS;2859;APOIO A PROJETOS DE PROMOÇÃO,PROTEÇÃO E DEFESA DE DIREITOS DAS CRIANÇAS,ADOLESCENTES E SUAS FAMÍLIAS;0006;Orientação e Apoio SocioFamiliar;Projeto apoiado;UNIDADE;3;3;3;3
9;2024;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;1013;FUNDO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE;0163;PROMOÇÃO E PROTEÇÃO ÀS CRIANÇAS E ADOLESCENTES E SUAS FAMÍLIAS;2859;APOIO A PROJETOS DE PROMOÇÃO,PROTEÇÃO E DEFESA DE DIREITOS DAS CRIANÇAS,ADOLESCENTES E SUAS FAMÍLIAS;0008;APOIO AS AÇÕES DE COMBATE À COVID-19;Ação incentivada;UNIDADE;20;20;20;20
9;2024;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;1013;FUNDO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE;0163;PROMOÇÃO E PROTEÇÃO ÀS CRIANÇAS E ADOLESCENTES E SUAS FAMÍLIAS;2859;APOIO A PROJETOS DE PROMOÇÃO,PROTEÇÃO E DEFESA DE DIREITOS DAS CRIANÇAS,ADOLESCENTES E SUAS FAMÍLIAS;0009;E. I. - APOIO SOCIOEDUCATIVO EM MEIO ABERTO;Projeto apoiado;UNIDADE;1;0;0;0
9;2024;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;1013;FUNDO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE;0163;PROMOÇÃO E PROTEÇÃO ÀS CRIANÇAS E ADOLESCENTES E SUAS FAMÍLIAS;2859;APOIO A PROJETOS DE PROMOÇÃO,PROTEÇÃO E DEFESA DE DIREITOS DAS CRIANÇAS,ADOLESCENTES E SUAS FAMÍLIAS;0010;E. I. - ORIENTAÇÃO E APOIO SOCIOFAMILIAR (ASSOCIAÇÃO COMUNITÁRIA JESUS É A ESPERANÇA);Projeto apoiado;UNIDADE;1;0;0;0
9;2024;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;1013;FUNDO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE;0163;PROMOÇÃO E PROTEÇÃO ÀS CRIANÇAS E ADOLESCENTES E SUAS FAMÍLIAS;2859;APOIO A PROJETOS DE PROMOÇÃO,PROTEÇÃO E DEFESA DE DIREITOS DAS CRIANÇAS,ADOLESCENTES E SUAS FAMÍLIAS;0011;E. I. - ORIENTAÇÃO E APOIO SOCIOFAMILIAR (ASSOCIAÇÃO COMUNITÁRIA BENTO DEZESSEIS DO ALTO VERA CRUZ);Projeto apoiado;UNIDADE;1;0;0;0
9;2024;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;1013;FUNDO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE;0163;PROMOÇÃO E PROTEÇÃO ÀS CRIANÇAS E ADOLESCENTES E SUAS FAMÍLIAS;2859;APOIO A PROJETOS DE PROMOÇÃO,PROTEÇÃO E DEFESA DE DIREITOS DAS CRIANÇAS,ADOLESCENTES E SUAS FAMÍLIAS;0012;E. I. - APOIO SOCIOEDUCATIVO EM MEIO ABERTO - ASSOCIAÇÃO SHEKINAH DE ASSISTÊNCIA SOCIAL - ASAS, BAIRRO TAQUARIL;Projeto apoiado;UNIDADE;1;0;0;0
9;2024;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;1013;FUNDO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE;0163;PROMOÇÃO E PROTEÇÃO ÀS CRIANÇAS E ADOLESCENTES E SUAS FAMÍLIAS;2859;APOIO A PROJETOS DE PROMOÇÃO,PROTEÇÃO E DEFESA DE DIREITOS DAS CRIANÇAS,ADOLESCENTES E SUAS FAMÍLIAS;0013;E. I. - APOIO A PROJETOS DE PROMOÇÃO, PROTEÇÃO E DEFESA DE DIREITOS DAS CRIANÇAS, ADOLESCENTES E SUAS FAMÍLIAS (VIADUTO DAS ARTES);Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;1013;FUNDO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE;0163;PROMOÇÃO E PROTEÇÃO ÀS CRIANÇAS E ADOLESCENTES E SUAS FAMÍLIAS;2860;PROMOÇÃO, PROTEÇÃO E DEFESA DE DIREITOS DAS CRIANÇAS, ADOLESCENTES E SUAS FAMÍLIAS;0001;Apoio e assessoramento à rede de atendimento e defesa dos direitos da Criança e do Adolescente;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;1013;FUNDO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE;0163;PROMOÇÃO E PROTEÇÃO ÀS CRIANÇAS E ADOLESCENTES E SUAS FAMÍLIAS;2860;PROMOÇÃO, PROTEÇÃO E DEFESA DE DIREITOS DAS CRIANÇAS, ADOLESCENTES E SUAS FAMÍLIAS;0006;Realização de Diagnóstico;Diagnóstico realizado;UNIDADE;1;1;1;1
9;2024;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;1013;FUNDO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE;0163;PROMOÇÃO E PROTEÇÃO ÀS CRIANÇAS E ADOLESCENTES E SUAS FAMÍLIAS;2860;PROMOÇÃO, PROTEÇÃO E DEFESA DE DIREITOS DAS CRIANÇAS, ADOLESCENTES E SUAS FAMÍLIAS;0008;REALIZAÇÃO E APOIO ÀS ATIVIDADES E INICIATIVAS DE PROMOÇÃO DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE;Ação realizada;UNIDADE;8;8;8;8
9;2024;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;1013;FUNDO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE;0163;PROMOÇÃO E PROTEÇÃO ÀS CRIANÇAS E ADOLESCENTES E SUAS FAMÍLIAS;2860;PROMOÇÃO, PROTEÇÃO E DEFESA DE DIREITOS DAS CRIANÇAS, ADOLESCENTES E SUAS FAMÍLIAS;0009;APOIO À GESTÃO DA POLÍTICA DE PROMOÇÃO DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;1014;FUNDO MUNICIPAL DE ALIMENTAÇÃO ESCOLAR;0132;SEGURANÇA ALIMENTAR E NUTRICIONAL NA PERSPECTIVA DO DIREITO E DA ASSISTÊNCIA ALIMENTAR;2761;Gestão da Alimentação Escolar;0007;Gestão e Monitoramento da Alimentação Escolar;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;1014;FUNDO MUNICIPAL DE ALIMENTAÇÃO ESCOLAR;0132;SEGURANÇA ALIMENTAR E NUTRICIONAL NA PERSPECTIVA DO DIREITO E DA ASSISTÊNCIA ALIMENTAR;2761;Gestão da Alimentação Escolar;0010;AQUISIÇÃO DE ALIMENTOS DA AGRICULTURA FAMILIAR NO ÂMBITO DO PROGRAMA NACIONAL DE ALIMENTAÇÃO ESCOLAR;Alimento Adquirido;PERCENTUAL DE EXECUÇÃO;30;30;30;30
9;2024;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;1014;FUNDO MUNICIPAL DE ALIMENTAÇÃO ESCOLAR;0132;SEGURANÇA ALIMENTAR E NUTRICIONAL NA PERSPECTIVA DO DIREITO E DA ASSISTÊNCIA ALIMENTAR;2761;Gestão da Alimentação Escolar;0011;ALIMENTAÇÃO PARA ALUNOS DA REDE PÚBLICA E PARCEIRA (COVID-19);CESTA BÁSICA CONCEDIDA;UNIDADE;149440;1;1;1
9;2024;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;1014;FUNDO MUNICIPAL DE ALIMENTAÇÃO ESCOLAR;0132;SEGURANÇA ALIMENTAR E NUTRICIONAL NA PERSPECTIVA DO DIREITO E DA ASSISTÊNCIA ALIMENTAR;2761;Gestão da Alimentação Escolar;0012;ALIMENTAÇÃO ESCOLAR PARA AS UNIDADES DE EDUCAÇÃO INFANTIL, ENSINO FUNDAMENTAL E EJA;Refeição Servida;UNIDADE;91000000;89981760;89981760;89981760
9;2024;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;1014;FUNDO MUNICIPAL DE ALIMENTAÇÃO ESCOLAR;0132;SEGURANÇA ALIMENTAR E NUTRICIONAL NA PERSPECTIVA DO DIREITO E DA ASSISTÊNCIA ALIMENTAR;2761;Gestão da Alimentação Escolar;0013;E. I. - REPASSE DE RECURSOS À ENTIDADES QUE PROMOVAM AÇÕES DE ACOLHIMENTO A CRIANÇAS - CRECHE INSTITUTO BATISTA ITATIAIA, BAIRRO SANTA TEREZINHA;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;1014;FUNDO MUNICIPAL DE ALIMENTAÇÃO ESCOLAR;0132;SEGURANÇA ALIMENTAR E NUTRICIONAL NA PERSPECTIVA DO DIREITO E DA ASSISTÊNCIA ALIMENTAR;2761;Gestão da Alimentação Escolar;0014;E. I. - GESTÃO DA ALIMENTAÇÃO ESCOLAR (CRECHE COMUNITÁRIA BOM MENINO - B. CASTANHEIRA);Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;1014;FUNDO MUNICIPAL DE ALIMENTAÇÃO ESCOLAR;0132;SEGURANÇA ALIMENTAR E NUTRICIONAL NA PERSPECTIVA DO DIREITO E DA ASSISTÊNCIA ALIMENTAR;2761;Gestão da Alimentação Escolar;0016;E. I. - GESTÃO DA ALIMENTAÇÃO ESCOLAR - COMPRA DE MATERIAL PERMANENTE PARA A INSTITUIÇÃO CRECHE COMUNITÁRIA VILA SUMARÉ, B. APARECIDA;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;1014;FUNDO MUNICIPAL DE ALIMENTAÇÃO ESCOLAR;0172;PROGRAMA AUXÍLIO BELO HORIZONTE;1402;AUXILIO BELO HORIZONTE;0002;SUBSÍDIO FINANCEIRO EMERGENCIAL PARA ALIMENTAÇÃO DE FAMÍLIAS DE ESTUDANTES;Família beneficiada;Família;136500;0;0;0
9;2024;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;1018;FUNDO MUNICIPAL DO IDOSO;0235;PROGRAMA DE ATENDIMENTO A PESSOA IDOSA;2334;Participação Popular;0002;Apoio aos Conselhos Municipais;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;1018;FUNDO MUNICIPAL DO IDOSO;0235;PROGRAMA DE ATENDIMENTO A PESSOA IDOSA;2334;Participação Popular;0003;Realização de Conferências;Evento realizado;UNIDADE;0;1;0;0
9;2024;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;1018;FUNDO MUNICIPAL DO IDOSO;0235;PROGRAMA DE ATENDIMENTO A PESSOA IDOSA;2697;Promoção, Proteção e Defesa das Pessoas Idosas;0002;Apoio a Projetos de Promoção, Proteção e Atenção à Pessoa Idosa;Projeto apoiado;UNIDADE;45;40;40;40
9;2024;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;1018;FUNDO MUNICIPAL DO IDOSO;0235;PROGRAMA DE ATENDIMENTO A PESSOA IDOSA;2697;Promoção, Proteção e Defesa das Pessoas Idosas;0004;Realização e apoio às atividades e iniciativas de promoção dos direitos das pessoas Idosas;Ação realizada;UNIDADE;5;5;5;5
9;2024;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;1018;FUNDO MUNICIPAL DO IDOSO;0235;PROGRAMA DE ATENDIMENTO A PESSOA IDOSA;2697;Promoção, Proteção e Defesa das Pessoas Idosas;0007;APOIO AS AÇÕES DE COMBATE À COVID-19;Ação incentivada;UNIDADE;1;1;1;1
9;2024;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;1018;FUNDO MUNICIPAL DO IDOSO;0235;PROGRAMA DE ATENDIMENTO A PESSOA IDOSA;2697;Promoção, Proteção e Defesa das Pessoas Idosas;0008;GESTÃO DA POLÍTICA DE PROMOÇÃO DOS DIREITOS DA PESSOA IDOSA;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;1019;FUNDO MUNICIPAL DE PROTEÇÃO E DEFESA DAS MINORIAS;0127;PROMOÇÃO E DEFESA DE DIREITOS HUMANOS E CIDADANIA;2335;GESTÃO DA POLITICA DE DIREITOS HUMANOS E DE CIDADANIA;0005;PROMOÇÃO, PROTEÇÃO E DEFESA DE DIREITOS HUMANOS E CIDADANIA;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;1019;FUNDO MUNICIPAL DE PROTEÇÃO E DEFESA DAS MINORIAS;0127;PROMOÇÃO E DEFESA DE DIREITOS HUMANOS E CIDADANIA;2335;GESTÃO DA POLITICA DE DIREITOS HUMANOS E DE CIDADANIA;0006;E. I. -  PROMOÇÃO, PROTEÇÃO E DEFESA DE DIREITOS HUMANOS E CIDADANIA (POPULAÇÃO LGBTQL+);Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;1019;FUNDO MUNICIPAL DE PROTEÇÃO E DEFESA DAS MINORIAS;0127;PROMOÇÃO E DEFESA DE DIREITOS HUMANOS E CIDADANIA;2335;GESTÃO DA POLITICA DE DIREITOS HUMANOS E DE CIDADANIA;0007;E. I. - PROMOÇÃO, PROTEÇÃO E DEFESA DE DIREITOS HUMANOS E CIDADANIA (MINORIAS, POPULAÇÃO LGBTQI+, INDÍGENAS, POVOS TRADICIONAIS, TRAB.INFORMAIS, ETC.);Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;1022;FUNDO MUNICIPAL DO AUXÍLIO DE TRANSPORTE ESCOLAR;0123;GESTÃO DA POLITICA DE ASSISTÊNCIA SOCIAL, SEGURANÇA ALIMENTAR E CIDADANIA;2856;Meio Passe Estudantil;0001;Concessão do Benefício para Estudantes Municipais do Ensino Médio e EJA;Aluno beneficiado;Pessoa;10000;10000;10000;10000
9;2024;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;1023;FUNDO MUNICIPAL DOS DIREITOS DA MULHER;0127;PROMOÇÃO E DEFESA DE DIREITOS HUMANOS E CIDADANIA;2840;Promoção, Proteção e Defesa de Direitos das Mulheres;0006;GESTÃO DA POLÍTICA DE PROMOÇÃO DOS DIREITOS DAS MULHERES;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;1023;FUNDO MUNICIPAL DOS DIREITOS DA MULHER;0127;PROMOÇÃO E DEFESA DE DIREITOS HUMANOS E CIDADANIA;2840;Promoção, Proteção e Defesa de Direitos das Mulheres;0012;E. - COMBATE  À  POBREZA  MENSTRUAL  COM  A  DISTRIBUIÇÃO  DE  ABSORVENTES ÍNTIMOS;MULHER ATENDIDA;Pessoa;8269;0;0;0
9;2024;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;2700;SECRETARIA MUNICIPAL DE OBRAS E INFRAESTRUTURA;0019;PROTEÇÃO SOCIAL BÁSICA;1220;Construção, Ampliação e Reforma de Unidades de Assistência Social;0001;Construção, Ampliação e Reforma de Unidades de Assistência Social;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;2700;SECRETARIA MUNICIPAL DE OBRAS E INFRAESTRUTURA;0019;PROTEÇÃO SOCIAL BÁSICA;1220;Construção, Ampliação e Reforma de Unidades de Assistência Social;0004;E. I. - REFORMA CRECHE METODISTA ISABEL VEIGA PINTO, BAIRRO JARDIM ALVORADA;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;2700;SECRETARIA MUNICIPAL DE OBRAS E INFRAESTRUTURA;0019;PROTEÇÃO SOCIAL BÁSICA;1220;Construção, Ampliação e Reforma de Unidades de Assistência Social;0005;E. I. - REFORMA CRECHE INSTITUTO BATISTA ITATIAIA, BAIRRO SANTA TEREZINHA;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;2700;SECRETARIA MUNICIPAL DE OBRAS E INFRAESTRUTURA;0019;PROTEÇÃO SOCIAL BÁSICA;1220;Construção, Ampliação e Reforma de Unidades de Assistência Social;0006;E. I. - CONSTRUÇÃO, AMPLIAÇÃO E REFORMA DE UNIDADES DE ASSISTÊNCIA SOCIAL (CON. POP. DE DEFESA DOS DIREITOS HUMANOS/CRECHE CASINHA DOS ANJOS);Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;2700;SECRETARIA MUNICIPAL DE OBRAS E INFRAESTRUTURA;0019;PROTEÇÃO SOCIAL BÁSICA;1220;Construção, Ampliação e Reforma de Unidades de Assistência Social;0007;E. I. - CONSTRUÇÃO, AMPLIAÇÃO E REFORMA DE UNIDADES DE ASSISTÊNCIA SOCIAL - REFORMA COMUNIDADE CATÓLICA REVIVER;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;2700;SECRETARIA MUNICIPAL DE OBRAS E INFRAESTRUTURA;0019;PROTEÇÃO SOCIAL BÁSICA;1220;Construção, Ampliação e Reforma de Unidades de Assistência Social;0008;E. I. - CONSTRUÇÃO, AMPLIAÇÃO E REFORMA DE UNIDADES DE ASSISTÊNCIA SOCIAL - REFORMA CRECHE SÃO JOÃO PAULO II;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;2700;SECRETARIA MUNICIPAL DE OBRAS E INFRAESTRUTURA;0019;PROTEÇÃO SOCIAL BÁSICA;1220;Construção, Ampliação e Reforma de Unidades de Assistência Social;0009;E. I. - CONSTRUÇÃO, AMPLIAÇÃO E REFORMA DE UNIDADES DE ASSISTÊNCIA SOCIAL - REFORMA LAR DOS MENINOS DOM ORIONE;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;2700;SECRETARIA MUNICIPAL DE OBRAS E INFRAESTRUTURA;0019;PROTEÇÃO SOCIAL BÁSICA;1220;Construção, Ampliação e Reforma de Unidades de Assistência Social;0010;E. I. - CONSTRUÇÃO, AMPLIAÇÃO E REFORMA DE UNIDADES DE ASSISTÊNCIA SOCIAL - IMPLANTAÇÃO DE HORTA NO CENTRO DE REFERÊNCIA DA PESSOA IDOSA, B. CAIÇARAS;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;2700;SECRETARIA MUNICIPAL DE OBRAS E INFRAESTRUTURA;0019;PROTEÇÃO SOCIAL BÁSICA;1220;Construção, Ampliação e Reforma de Unidades de Assistência Social;0011;E. I. - CONSTRUÇÃO, AMPLIAÇÃO E REFORMA DE UNIDADES DE ASSISTÊNCIA SOCIAL - REFORMA CRECHE CENTRO INFANTIL AMÉLIA CRISPIM;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;2700;SECRETARIA MUNICIPAL DE OBRAS E INFRAESTRUTURA;0019;PROTEÇÃO SOCIAL BÁSICA;1220;Construção, Ampliação e Reforma de Unidades de Assistência Social;0012;E. I. - CONSTRUÇÃO, AMPLIAÇÃO E REFORMA DE UNIDADES DE ASSISTÊNCIA SOCIAL - REFORMA CRECHE IMACULADA CONCEIÇÃO DE SÃO VICENTE DE PAULO;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;2700;SECRETARIA MUNICIPAL DE OBRAS E INFRAESTRUTURA;0019;PROTEÇÃO SOCIAL BÁSICA;1220;Construção, Ampliação e Reforma de Unidades de Assistência Social;0013;E. I. - CONSTRUÇÃO, AMPLIAÇÃO E REFORMA DE UNIDADES DE ASSISTÊNCIA SOCIAL - AQUISIÇÃO MATERIAIS ASSOCIAÇÃO PARADESPORTIVA E ESPORTIVA DE BH;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;2700;SECRETARIA MUNICIPAL DE OBRAS E INFRAESTRUTURA;0019;PROTEÇÃO SOCIAL BÁSICA;1220;Construção, Ampliação e Reforma de Unidades de Assistência Social;0014;E. I. - CONSTRUÇÃO, AMPLIAÇÃO E REFORMA DE UNIDADES DE ASSISTÊNCIA SOCIAL - ASSOCIAÇÃO ASSOCIAÇÃO DE DESENVOLVIMENTO DA REGIÃO DO PINDORAMA - ADERPI;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;2700;SECRETARIA MUNICIPAL DE OBRAS E INFRAESTRUTURA;0019;PROTEÇÃO SOCIAL BÁSICA;1220;Construção, Ampliação e Reforma de Unidades de Assistência Social;0015;E. I. - CONSTRUÇÃO, AMPLIAÇÃO E REFORMA DE UNIDADES DE ASSISTENCIA SOCIAL - GRUPO DE TERCEIRA IDADE RAIO DE SOL;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;2700;SECRETARIA MUNICIPAL DE OBRAS E INFRAESTRUTURA;0019;PROTEÇÃO SOCIAL BÁSICA;1220;Construção, Ampliação e Reforma de Unidades de Assistência Social;0016;E. I. - CONSTRUÇÃO, AMPLIAÇÃO E REFORMA DE UNIDADES DE ASSISTENCIA SOCIAL - CIAME, VILA COQUEIRAL BAIRRO PINDORAMA;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;2700;SECRETARIA MUNICIPAL DE OBRAS E INFRAESTRUTURA;0101;PROMOÇÃO E DEMOCRATIZAÇÃO DAS PRÁTICAS DE ESPORTES E LAZER;1213;Construção, Ampliação e Reforma de Equipamentos Esportivos e Áreas de Lazer;0001;Construção, Ampliação e Reforma de Equipamentos Esportivos e Áreas de Lazer;PRÓPRIO CONSTRUÍDO, AMPLIADO, REFORMADO OU MANTIDO;UNIDADE;6;5;1;1
9;2024;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;2700;SECRETARIA MUNICIPAL DE OBRAS E INFRAESTRUTURA;0101;PROMOÇÃO E DEMOCRATIZAÇÃO DAS PRÁTICAS DE ESPORTES E LAZER;1213;Construção, Ampliação e Reforma de Equipamentos Esportivos e Áreas de Lazer;0004;E. I. - CONSTRUÇÃO, AMPLIAÇÃO E REFORMA DE EQUIP. ESPORTIVOS E ÁREAS DE LAZER - CAMPO DE FUTEBOL DO PARQUE ECOLÓGICO DA VILA PINHO;PRÓPRIO CONSTRUÍDO, AMPLIADO, REFORMADO OU MANTIDO;UNIDADE;1;0;0;0
9;2024;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;2700;SECRETARIA MUNICIPAL DE OBRAS E INFRAESTRUTURA;0101;PROMOÇÃO E DEMOCRATIZAÇÃO DAS PRÁTICAS DE ESPORTES E LAZER;1213;Construção, Ampliação e Reforma de Equipamentos Esportivos e Áreas de Lazer;0005;E. I. - CONSTRUÇÃO, AMPLIAÇÃO E REFORMA DE EQUIP. ESPORTIVOS E ÁREAS DE LAZER - PARQUE ECOLÓGICO VILA PINHO;PRÓPRIO CONSTRUÍDO, AMPLIADO, REFORMADO OU MANTIDO;UNIDADE;1;0;0;0
